-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  0 (direct)     14.70     4.00     4.50
  2 (control)    23.20     4.00     1.00
  2 (control)    28.20     4.00     3.75
  1 (profile)    35.95     4.00     5.25
  0 (direct)     45.20     4.00     6.25
  1 (profile)    55.45     4.00     5.25
  1 (profile)    64.70     4.00     4.25
  2 (control)    72.95     4.00     1.25
  2 (control)    78.20     4.00     3.00
  0 (direct)     85.20     4.00     6.25
  2 (control)    95.45     4.00     2.25
  2 (control)   101.70     4.00     4.75
  0 (direct)    110.45     4.00     3.00
  1 (profile)   117.45     4.00     5.75
  1 (profile)   127.20     4.00     5.00
  2 (control)   136.20     4.00     6.00
  0 (direct)    146.20     4.00     1.75
  0 (direct)    151.95     4.00     6.75
  0 (direct)    162.70     4.00     5.00
  2 (control)   171.70     4.00     2.50
  0 (direct)    178.20     4.00     6.75
  0 (direct)    188.95     4.00     5.50
  2 (control)   198.45     4.00     6.50
  2 (control)   208.95     4.00     2.50
  2 (control)   215.45     4.00     3.25
  1 (profile)   222.70     4.00     6.50
  1 (profile)   233.20     4.00     5.75
  1 (profile)   242.95     4.00     2.75
  2 (control)   249.70     4.00     5.50
  1 (profile)   259.20     4.00     1.50
  1 (profile)   264.70     4.00     1.00
  2 (control)   269.70     4.00     3.75
  1 (profile)   277.45     4.00     4.25
  0 (direct)    285.70     4.00     7.00
  0 (direct)    296.70     4.00     2.00
  0 (direct)    302.70     4.00     2.75
  2 (control)   309.45     4.00     2.25
  1 (profile)   315.70     4.00     4.50
  1 (profile)   324.20     4.00     7.00
  2 (control)   335.20     4.00     3.50
  1 (profile)   342.70     4.00     1.75
  0 (direct)    348.45     4.00     1.25
  0 (direct)    353.70     4.00     3.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.00
  1 (profile)    14.20     4.00     4.25
  1 (profile)    22.45     4.00     2.25
  0 (direct)     28.70     4.00     2.50
  2 (control)    35.20     4.00     1.50
  1 (profile)    40.70     4.00     1.50
  1 (profile)    46.20     4.00     3.00
  2 (control)    53.20     4.00     5.00
  2 (control)    62.20     4.00     1.25
  2 (control)    67.45     4.00     1.75
  1 (profile)    73.20     4.00     3.50
  2 (control)    80.70     4.00     3.50
  1 (profile)    88.20     4.00     3.25
  0 (direct)     95.45     4.00     1.25
  1 (profile)   100.70     4.00     3.75
  2 (control)   108.45     4.00     6.50
  2 (control)   118.95     4.00     4.50
  2 (control)   127.45     4.00     6.75
  0 (direct)    138.20     4.00     7.00
  1 (profile)   149.20     4.00     1.00
  0 (direct)    154.20     4.00     5.25
  2 (control)   163.45     4.00     7.00
  1 (profile)   174.45     4.00     6.00
  2 (control)   184.45     4.00     4.75
  1 (profile)   193.20     4.00     6.75
  2 (control)   203.95     4.00     6.25
  1 (profile)   214.20     4.00     5.50
  0 (direct)    223.70     4.00     2.50
  0 (direct)    230.20     4.00     5.00
  2 (control)   239.20     4.00     2.75
  2 (control)   245.95     4.00     3.75
  1 (profile)   253.70     4.00     6.50
  2 (control)   264.20     4.00     1.75
  1 (profile)   269.95     4.00     3.00
  0 (direct)    276.95     4.00     2.75
  0 (direct)    283.70     4.00     2.00
  1 (profile)   289.70     4.00     6.25
  0 (direct)    299.95     4.00     5.75
  0 (direct)    309.70     4.00     4.50
  1 (profile)   318.20     4.00     4.25
  0 (direct)    326.45     4.00     5.25
  0 (direct)    335.70     4.00     5.75
  0 (direct)    345.45     4.00     5.50
  2 (control)   354.95     4.00     2.25
  0 (direct)    361.20     4.00     0.00

