-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.75
  1 (profile)    16.95     4.00     2.00
  1 (profile)    22.95     4.00     2.25
  0 (direct)     29.20     4.00     5.75
  2 (control)    38.95     4.00     1.00
  1 (profile)    43.95     4.00     1.75
  2 (control)    49.70     4.00     3.00
  0 (direct)     56.70     4.00     6.25
  1 (profile)    66.95     4.00     2.50
  0 (direct)     73.45     4.00     3.50
  0 (direct)     80.95     4.00     6.50
  2 (control)    91.45     4.00     1.25
  1 (profile)    96.70     4.00     5.50
  2 (control)   106.20     4.00     5.00
  1 (profile)   115.20     4.00     7.00
  0 (direct)    126.20     4.00     6.50
  1 (profile)   136.70     4.00     6.00
  2 (control)   146.70     4.00     3.75
  1 (profile)   154.45     4.00     4.50
  0 (direct)    162.95     4.00     1.75
  1 (profile)   168.70     4.00     5.75
  2 (control)   178.45     4.00     3.00
  0 (direct)    185.45     4.00     5.50
  0 (direct)    194.95     4.00     6.75
  0 (direct)    205.70     4.00     7.00
  1 (profile)   216.70     4.00     2.75
  0 (direct)    223.45     4.00     1.25
  2 (control)   228.70     4.00     1.00
  2 (control)   233.70     4.00     4.25
  2 (control)   241.95     4.00     6.75
  1 (profile)   252.70     4.00     4.25
  1 (profile)   260.95     4.00     5.25
  2 (control)   270.20     4.00     4.75
  1 (profile)   278.95     4.00     5.25
  2 (control)   288.20     4.00     1.50
  0 (direct)    293.70     4.00     2.25
  2 (control)   299.95     4.00     3.25
  0 (direct)    307.20     4.00     2.75
  2 (control)   313.95     4.00     2.50
  2 (control)   320.45     4.00     6.25
  0 (direct)    330.70     4.00     1.50
  0 (direct)    336.20     4.00     4.50
  0 (direct)    344.70     4.00     3.50
  1 (profile)   352.20     4.00     5.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.75
  2 (control)    15.95     4.00     4.25
  1 (profile)    24.20     4.00     3.75
  1 (profile)    31.95     4.00     6.75
  0 (direct)     42.70     4.00     5.75
  2 (control)    52.45     4.00     5.25
  1 (profile)    61.70     4.00     1.75
  1 (profile)    67.45     4.00     4.75
  2 (control)    76.20     4.00     5.00
  2 (control)    85.20     4.00     3.00
  1 (profile)    92.20     4.00     7.00
  0 (direct)    103.20     4.00     6.25
  0 (direct)    113.45     4.00     1.25
  0 (direct)    118.70     4.00     5.00
  2 (control)   127.70     4.00     4.25
  1 (profile)   135.95     4.00     5.25
  0 (direct)    145.20     4.00     2.50
  1 (profile)   151.70     4.00     1.00
  0 (direct)    156.70     4.00     3.50
  2 (control)   164.20     4.00     7.00
  1 (profile)   175.20     4.00     1.50
  1 (profile)   180.70     4.00     1.25
  1 (profile)   185.95     4.00     5.75
  0 (direct)    195.70     4.00     2.25
  0 (direct)    201.95     4.00     5.50
  2 (control)   211.45     4.00     3.50
  2 (control)   218.95     4.00     2.00
  2 (control)   224.95     4.00     1.50
  1 (profile)   230.45     4.00     3.75
  2 (control)   238.20     4.00     5.50
  1 (profile)   247.70     4.00     3.00
  2 (control)   254.70     4.00     6.75
  2 (control)   265.45     4.00     6.25
  2 (control)   275.70     4.00     2.25
  1 (profile)   281.95     4.00     4.50
  0 (direct)    290.45     4.00     1.75
  1 (profile)   296.20     4.00     2.50
  0 (direct)    302.70     4.00     6.50
  0 (direct)    313.20     4.00     6.50
  1 (profile)   323.70     4.00     4.50
  0 (direct)    332.20     4.00     3.25
  2 (control)   339.45     4.00     6.00
  0 (direct)    349.45     4.00     1.00
  0 (direct)    354.45     4.00     2.75
  2 (control)   361.20     4.00     0.00

