-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.50
  1 (profile)    15.70     4.00     2.25
  1 (profile)    21.95     4.00     1.00
  0 (direct)     26.95     4.00     5.50
  1 (profile)    36.45     4.00     5.25
  1 (profile)    45.70     4.00     3.50
  0 (direct)     53.20     4.00     6.75
  1 (profile)    63.95     4.00     3.00
  0 (direct)     70.95     4.00     1.50
  0 (direct)     76.45     4.00     5.25
  2 (control)    85.70     4.00     6.50
  0 (direct)     96.20     4.00     4.25
  2 (control)   104.45     4.00     6.50
  0 (direct)    114.95     4.00     3.00
  1 (profile)   121.95     4.00     2.75
  1 (profile)   128.70     4.00     2.00
  1 (profile)   134.70     4.00     6.25
  0 (direct)    144.95     4.00     5.75
  2 (control)   154.70     4.00     6.00
  2 (control)   164.70     4.00     1.25
  0 (direct)    169.95     4.00     5.50
  2 (control)   179.45     4.00     3.50
  0 (direct)    186.95     4.00     3.75
  2 (control)   194.70     4.00     4.50
  2 (control)   203.20     4.00     2.75
  0 (direct)    209.95     4.00     5.00
  1 (profile)   218.95     4.00     1.75
  1 (profile)   224.70     4.00     5.75
  2 (control)   234.45     4.00     3.75
  2 (control)   242.20     4.00     1.25
  2 (control)   247.45     4.00     2.50
  0 (direct)    253.95     4.00     6.25
  0 (direct)    264.20     4.00     1.50
  2 (control)   269.70     4.00     3.25
  2 (control)   276.95     4.00     4.25
  0 (direct)    285.20     4.00     7.00
  2 (control)   296.20     4.00     6.75
  1 (profile)   306.95     4.00     5.00
  2 (control)   315.95     4.00     4.50
  1 (profile)   324.45     4.00     2.25
  1 (profile)   330.70     4.00     1.75
  0 (direct)    336.45     4.00     1.00
  1 (profile)   341.45     4.00     4.75
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.25
  2 (control)    17.45     4.00     2.25
  2 (control)    23.70     4.00     1.25
  0 (direct)     28.95     4.00     7.00
  0 (direct)     39.95     4.00     2.75
  2 (control)    46.70     4.00     6.00
  1 (profile)    56.70     4.00     4.75
  1 (profile)    65.45     4.00     5.25
  0 (direct)     74.70     4.00     6.25
  1 (profile)    84.95     4.00     1.50
  0 (direct)     90.45     4.00     6.75
  2 (control)   101.20     4.00     4.25
  0 (direct)    109.45     4.00     3.50
  2 (control)   116.95     4.00     1.75
  1 (profile)   122.70     4.00     4.50
  2 (control)   131.20     4.00     3.75
  1 (profile)   138.95     4.00     6.75
  0 (direct)    149.70     4.00     5.00
  1 (profile)   158.70     4.00     5.50
  0 (direct)    168.20     4.00     1.00
  2 (control)   173.20     4.00     2.50
  2 (control)   179.70     4.00     5.75
  2 (control)   189.45     4.00     2.75
  1 (profile)   196.20     4.00     6.50
  0 (direct)    206.70     4.00     6.50
  1 (profile)   217.20     4.00     5.00
  0 (direct)    226.20     4.00     1.75
  2 (control)   231.95     4.00     1.50
  2 (control)   237.45     4.00     3.00
  0 (direct)    244.45     4.00     5.75
  1 (profile)   254.20     4.00     4.50
  2 (control)   262.70     4.00     2.50
  2 (control)   269.20     4.00     3.00
  1 (profile)   276.20     4.00     5.50
  1 (profile)   285.70     4.00     2.25
  0 (direct)    291.95     4.00     1.25
  1 (profile)   297.20     4.00     5.25
  0 (direct)    306.45     4.00     3.75
  0 (direct)    314.20     4.00     7.00
  2 (control)   325.20     4.00     6.25
  2 (control)   335.45     4.00     3.50
  1 (profile)   342.95     4.00     1.00
  0 (direct)    347.95     4.00     3.25
  0 (direct)    355.20     4.00     2.00
  1 (profile)   361.20     4.00     0.00

