-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.50
  1 (profile)    14.70     4.00     6.75
  2 (control)    25.45     4.00     5.00
  0 (direct)     34.45     4.00     6.50
  2 (control)    44.95     4.00     3.50
  1 (profile)    52.45     4.00     1.25
  2 (control)    57.70     4.00     4.25
  1 (profile)    65.95     4.00     5.50
  0 (direct)     75.45     4.00     1.25
  1 (profile)    80.70     4.00     6.25
  1 (profile)    90.95     4.00     1.75
  1 (profile)    96.70     4.00     2.50
  2 (control)   103.20     4.00     4.50
  0 (direct)    111.70     4.00     3.75
  0 (direct)    119.45     4.00     6.75
  1 (profile)   130.20     4.00     2.25
  2 (control)   136.45     4.00     5.75
  2 (control)   146.20     4.00     3.00
  1 (profile)   153.20     4.00     5.00
  2 (control)   162.20     4.00     6.50
  0 (direct)    172.70     4.00     1.00
  1 (profile)   177.70     4.00     5.25
  1 (profile)   186.95     4.00     5.75
  2 (control)   196.70     4.00     4.25
  0 (direct)    204.95     4.00     4.50
  0 (direct)    213.45     4.00     6.25
  1 (profile)   223.70     4.00     6.00
  0 (direct)    233.70     4.00     4.75
  2 (control)   242.45     4.00     2.75
  2 (control)   249.20     4.00     1.00
  2 (control)   254.20     4.00     7.00
  0 (direct)    265.20     4.00     1.50
  1 (profile)   270.70     4.00     1.75
  0 (direct)    276.45     4.00     3.00
  0 (direct)    283.45     4.00     7.00
  1 (profile)   294.45     4.00     2.25
  2 (control)   300.70     4.00     2.75
  2 (control)   307.45     4.00     5.25
  0 (direct)    316.70     4.00     2.50
  0 (direct)    323.20     4.00     3.50
  2 (control)   330.70     4.00     2.00
  2 (control)   336.70     4.00     3.75
  1 (profile)   344.45     4.00     5.50
  0 (direct)    353.95     4.00     3.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     3.75
  1 (profile)    22.45     4.00     5.00
  0 (direct)     31.45     4.00     2.50
  0 (direct)     37.95     4.00     2.25
  2 (control)    44.20     4.00     6.00
  0 (direct)     54.20     4.00     6.75
  1 (profile)    64.95     4.00     6.25
  1 (profile)    75.20     4.00     4.75
  0 (direct)     83.95     4.00     1.00
  2 (control)    88.95     4.00     1.75
  0 (direct)     94.70     4.00     4.25
  0 (direct)    102.95     4.00     4.25
  1 (profile)   111.20     4.00     3.50
  2 (control)   118.70     4.00     7.00
  0 (direct)    129.70     4.00     7.00
  1 (profile)   140.70     4.00     2.25
  2 (control)   146.95     4.00     6.50
  0 (direct)    157.45     4.00     4.50
  0 (direct)    165.95     4.00     5.75
  1 (profile)   175.70     4.00     3.25
  0 (direct)    182.95     4.00     5.25
  2 (control)   192.20     4.00     1.50
  0 (direct)    197.70     4.00     6.25
  2 (control)   207.95     4.00     3.75
  2 (control)   215.70     4.00     5.25
  2 (control)   224.95     4.00     2.50
  0 (direct)    231.45     4.00     6.50
  1 (profile)   241.95     4.00     5.75
  2 (control)   251.70     4.00     2.75
  2 (control)   258.45     4.00     5.50
  1 (profile)   267.95     4.00     1.25
  1 (profile)   273.20     4.00     3.50
  2 (control)   280.70     4.00     1.25
  0 (direct)    285.95     4.00     3.00
  1 (profile)   292.95     4.00     3.00
  1 (profile)   299.95     4.00     2.00
  2 (control)   305.95     4.00     4.50
  1 (profile)   314.45     4.00     5.50
  0 (direct)    323.95     4.00     1.00
  0 (direct)    328.95     4.00     5.00
  2 (control)   337.95     4.00     1.75
  2 (control)   343.70     4.00     2.75
  2 (control)   350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

