-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.25
  0 (direct)     15.45     4.00     5.50
  0 (direct)     24.95     4.00     1.50
  1 (profile)    30.45     4.00     2.75
  2 (control)    37.20     4.00     1.75
  0 (direct)     42.95     4.00     5.00
  2 (control)    51.95     4.00     2.00
  0 (direct)     57.95     4.00     3.50
  2 (control)    65.45     4.00     5.75
  2 (control)    75.20     4.00     4.50
  2 (control)    83.70     4.00     6.25
  0 (direct)     93.95     4.00     6.50
  2 (control)   104.45     4.00     6.75
  1 (profile)   115.20     4.00     3.50
  1 (profile)   122.70     4.00     3.25
  1 (profile)   129.95     4.00     4.25
  2 (control)   138.20     4.00     3.75
  2 (control)   145.95     4.00     7.00
  0 (direct)    156.95     4.00     2.50
  1 (profile)   163.45     4.00     2.25
  1 (profile)   169.70     4.00     2.50
  1 (profile)   176.20     4.00     6.50
  2 (control)   186.70     4.00     5.25
  0 (direct)    195.95     4.00     4.75
  0 (direct)    204.70     4.00     5.25
  2 (control)   213.95     4.00     1.25
  0 (direct)    219.20     4.00     1.75
  1 (profile)   224.95     4.00     5.75
  1 (profile)   234.70     4.00     1.00
  0 (direct)    239.70     4.00     6.75
  1 (profile)   250.45     4.00     5.00
  0 (direct)    259.45     4.00     6.25
  0 (direct)    269.70     4.00     3.00
  1 (profile)   276.70     4.00     1.50
  2 (control)   282.20     4.00     3.75
  1 (profile)   289.95     4.00     6.00
  1 (profile)   299.95     4.00     4.50
  0 (direct)    308.45     4.00     2.75
  2 (control)   315.20     4.00     1.00
  1 (profile)   320.20     4.00     4.25
  0 (direct)    328.45     4.00     5.50
  0 (direct)    337.95     4.00     3.00
  2 (control)   344.95     4.00     1.25
  1 (profile)   350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.00
  0 (direct)     14.20     4.00     3.75
  1 (profile)    21.95     4.00     7.00
  1 (profile)    32.95     4.00     1.75
  2 (control)    38.70     4.00     1.50
  2 (control)    44.20     4.00     5.75
  0 (direct)     53.95     4.00     2.75
  1 (profile)    60.70     4.00     1.25
  1 (profile)    65.95     4.00     6.75
  0 (direct)     76.70     4.00     4.25
  2 (control)    84.95     4.00     2.00
  0 (direct)     90.95     4.00     5.00
  0 (direct)     99.95     4.00     6.25
  1 (profile)   110.20     4.00     6.00
  0 (direct)    120.20     4.00     3.50
  1 (profile)   127.70     4.00     2.75
  1 (profile)   134.45     4.00     4.50
  0 (direct)    142.95     4.00     3.50
  2 (control)   150.45     4.00     4.75
  2 (control)   159.20     4.00     6.50
  0 (direct)    169.70     4.00     6.75
  2 (control)   180.45     4.00     1.50
  1 (profile)   185.95     4.00     3.75
  2 (control)   193.70     4.00     2.25
  0 (direct)    199.95     4.00     5.25
  0 (direct)    209.20     4.00     2.50
  1 (profile)   215.70     4.00     2.50
  1 (profile)   222.20     4.00     3.00
  0 (direct)    229.20     4.00     3.25
  2 (control)   236.45     4.00     5.50
  2 (control)   245.95     4.00     4.50
  2 (control)   254.45     4.00     1.75
  1 (profile)   260.20     4.00     7.00
  2 (control)   271.20     4.00     4.25
  0 (direct)    279.45     4.00     5.00
  2 (control)   288.45     4.00     5.50
  2 (control)   297.95     4.00     3.00
  1 (profile)   304.95     4.00     6.50
  0 (direct)    315.45     4.00     1.00
  2 (control)   320.45     4.00     2.25
  1 (profile)   326.70     4.00     1.25
  2 (control)   331.95     4.00     5.75
  1 (profile)   341.70     4.00     5.25
  0 (direct)    350.95     4.00     6.25
  1 (profile)   361.20     4.00     0.00

