-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  0 (direct)     14.45     4.00     3.75
  2 (control)    22.20     4.00     2.50
  1 (profile)    28.70     4.00     4.25
  1 (profile)    36.95     4.00     5.25
  1 (profile)    46.20     4.00     2.75
  0 (direct)     52.95     4.00     7.00
  1 (profile)    63.95     4.00     4.25
  0 (direct)     72.20     4.00     1.00
  1 (profile)    77.20     4.00     2.75
  2 (control)    83.95     4.00     5.50
  2 (control)    93.45     4.00     6.25
  2 (control)   103.70     4.00     7.00
  1 (profile)   114.70     4.00     3.00
  1 (profile)   121.70     4.00     3.50
  2 (control)   129.20     4.00     2.50
  2 (control)   135.70     4.00     5.00
  1 (profile)   144.70     4.00     6.50
  2 (control)   155.20     4.00     3.25
  2 (control)   162.45     4.00     5.75
  1 (profile)   172.20     4.00     6.75
  1 (profile)   182.95     4.00     1.50
  0 (direct)    188.45     4.00     6.00
  2 (control)   198.45     4.00     2.25
  1 (profile)   204.70     4.00     4.50
  0 (direct)    213.20     4.00     5.50
  1 (profile)   222.70     4.00     6.50
  2 (control)   233.20     4.00     1.75
  0 (direct)    238.95     4.00     2.25
  2 (control)   245.20     4.00     5.75
  0 (direct)    254.95     4.00     4.75
  0 (direct)    263.70     4.00     4.50
  0 (direct)    272.20     4.00     6.75
  2 (control)   282.95     4.00     6.25
  0 (direct)    293.20     4.00     1.25
  1 (profile)   298.45     4.00     1.00
  1 (profile)   303.45     4.00     5.25
  2 (control)   312.70     4.00     3.00
  0 (direct)    319.70     4.00     1.50
  2 (control)   325.20     4.00     2.00
  0 (direct)    331.20     4.00     3.75
  0 (direct)    338.95     4.00     1.75
  1 (profile)   344.70     4.00     5.00
  2 (control)   353.70     4.00     3.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.00
  0 (direct)     15.20     4.00     1.00
  2 (control)    20.20     4.00     3.25
  1 (profile)    27.45     4.00     3.00
  0 (direct)     34.45     4.00     3.50
  1 (profile)    41.95     4.00     2.50
  1 (profile)    48.45     4.00     5.50
  1 (profile)    57.95     4.00     4.25
  0 (direct)     66.20     4.00     6.25
  0 (direct)     76.45     4.00     6.25
  0 (direct)     86.70     4.00     4.50
  1 (profile)    95.20     4.00     4.75
  2 (control)   103.95     4.00     1.25
  0 (direct)    109.20     4.00     2.25
  2 (control)   115.45     4.00     6.00
  2 (control)   125.45     4.00     6.50
  0 (direct)    135.95     4.00     2.75
  1 (profile)   142.70     4.00     5.00
  1 (profile)   151.70     4.00     4.50
  2 (control)   160.20     4.00     2.75
  1 (profile)   166.95     4.00     3.75
  0 (direct)    174.70     4.00     2.50
  0 (direct)    181.20     4.00     1.50
  1 (profile)   186.70     4.00     1.50
  2 (control)   192.20     4.00     5.00
  2 (control)   201.20     4.00     3.75
  0 (direct)    208.95     4.00     6.75
  1 (profile)   219.70     4.00     7.00
  1 (profile)   230.70     4.00     5.75
  1 (profile)   240.45     4.00     3.00
  2 (control)   247.45     4.00     2.25
  2 (control)   253.70     4.00     1.00
  2 (control)   258.70     4.00     1.25
  1 (profile)   263.95     4.00     4.25
  2 (control)   272.20     4.00     1.75
  2 (control)   277.95     4.00     6.75
  0 (direct)    288.70     4.00     7.00
  0 (direct)    299.70     4.00     1.75
  2 (control)   305.45     4.00     5.50
  2 (control)   314.95     4.00     5.75
  1 (profile)   324.70     4.00     6.50
  0 (direct)    335.20     4.00     5.25
  1 (profile)   344.45     4.00     5.25
  0 (direct)    353.70     4.00     3.50
  2 (control)   361.20     4.00     0.00

