-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.75
  0 (direct)     16.95     4.00     5.00
  0 (direct)     25.95     4.00     1.25
  0 (direct)     31.20     4.00     7.00
  1 (profile)    42.20     4.00     4.75
  1 (profile)    50.95     4.00     2.25
  0 (direct)     57.20     4.00     3.50
  0 (direct)     64.70     4.00     3.00
  1 (profile)    71.70     4.00     1.00
  1 (profile)    76.70     4.00     2.50
  2 (control)    83.20     4.00     1.50
  2 (control)    88.70     4.00     4.25
  1 (profile)    96.95     4.00     2.25
  2 (control)   103.20     4.00     6.75
  2 (control)   113.95     4.00     7.00
  2 (control)   124.95     4.00     4.50
  1 (profile)   133.45     4.00     5.75
  2 (control)   143.20     4.00     2.50
  0 (direct)    149.70     4.00     5.25
  1 (profile)   158.95     4.00     6.75
  0 (direct)    169.70     4.00     6.50
  1 (profile)   180.20     4.00     6.25
  0 (direct)    190.45     4.00     5.00
  1 (profile)   199.45     4.00     5.25
  2 (control)   208.70     4.00     4.25
  1 (profile)   216.95     4.00     4.50
  0 (direct)    225.45     4.00     6.00
  1 (profile)   235.45     4.00     1.75
  1 (profile)   241.20     4.00     3.75
  2 (control)   248.95     4.00     1.50
  2 (control)   254.45     4.00     1.75
  1 (profile)   260.20     4.00     6.25
  2 (control)   270.45     4.00     3.25
  1 (profile)   277.70     4.00     2.00
  0 (direct)    283.70     4.00     3.00
  0 (direct)    290.70     4.00     1.25
  2 (control)   295.95     4.00     5.75
  2 (control)   305.70     4.00     2.75
  2 (control)   312.45     4.00     6.50
  0 (direct)    322.95     4.00     3.50
  2 (control)   330.45     4.00     2.75
  0 (direct)    337.20     4.00     5.50
  1 (profile)   346.70     4.00     5.50
  0 (direct)    356.20     4.00     1.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.25
  0 (direct)     14.45     4.00     3.25
  0 (direct)     21.70     4.00     6.50
  0 (direct)     32.20     4.00     5.25
  2 (control)    41.45     4.00     4.75
  2 (control)    50.20     4.00     2.25
  1 (profile)    56.45     4.00     1.50
  1 (profile)    61.95     4.00     3.50
  2 (control)    69.45     4.00     3.00
  1 (profile)    76.45     4.00     4.50
  0 (direct)     84.95     4.00     6.25
  1 (profile)    95.20     4.00     3.75
  2 (control)   102.95     4.00     5.75
  0 (direct)    112.70     4.00     3.00
  0 (direct)    119.70     4.00     2.75
  1 (profile)   126.45     4.00     7.00
  0 (direct)    137.45     4.00     1.75
  2 (control)   143.20     4.00     5.00
  0 (direct)    152.20     4.00     2.50
  2 (control)   158.70     4.00     2.00
  1 (profile)   164.70     4.00     3.50
  2 (control)   172.20     4.00     1.75
  1 (profile)   177.95     4.00     5.50
  0 (direct)    187.45     4.00     7.00
  1 (profile)   198.45     4.00     5.75
  2 (control)   208.20     4.00     4.25
  1 (profile)   216.45     4.00     6.75
  2 (control)   227.20     4.00     2.75
  0 (direct)    233.95     4.00     6.75
  0 (direct)    244.70     4.00     2.50
  2 (control)   251.20     4.00     6.25
  2 (control)   261.45     4.00     5.50
  2 (control)   270.95     4.00     4.25
  1 (profile)   279.20     4.00     4.50
  1 (profile)   287.70     4.00     1.25
  0 (direct)    292.95     4.00     1.00
  2 (control)   297.95     4.00     1.00
  2 (control)   302.95     4.00     2.25
  2 (control)   309.20     4.00     3.75
  1 (profile)   316.95     4.00     1.50
  0 (direct)    322.45     4.00     6.50
  0 (direct)    332.95     4.00     5.25
  0 (direct)    342.20     4.00     6.00
  1 (profile)   352.20     4.00     5.00
  1 (profile)   361.20     4.00     0.00

