-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     6.00
  1 (profile)    19.20     4.00     1.00
  0 (direct)     24.20     4.00     3.00
  2 (control)    31.20     4.00     2.25
  2 (control)    37.45     4.00     1.25
  0 (direct)     42.70     4.00     1.25
  2 (control)    47.95     4.00     2.75
  1 (profile)    54.70     4.00     5.25
  0 (direct)     63.95     4.00     6.75
  2 (control)    74.70     4.00     3.75
  1 (profile)    82.45     4.00     1.75
  1 (profile)    88.20     4.00     6.75
  1 (profile)    98.95     4.00     3.25
  2 (control)   106.20     4.00     2.50
  2 (control)   112.70     4.00     4.25
  1 (profile)   120.95     4.00     6.25
  0 (direct)    131.20     4.00     2.00
  2 (control)   137.20     4.00     4.50
  2 (control)   145.70     4.00     7.00
  0 (direct)    156.70     4.00     6.25
  1 (profile)   166.95     4.00     1.50
  2 (control)   172.45     4.00     2.50
  0 (direct)    178.95     4.00     3.50
  1 (profile)   186.45     4.00     1.75
  1 (profile)   192.20     4.00     4.75
  1 (profile)   200.95     4.00     6.50
  2 (control)   211.45     4.00     3.00
  0 (direct)    218.45     4.00     5.50
  0 (direct)    227.95     4.00     2.25
  0 (direct)    234.20     4.00     1.00
  1 (profile)   239.20     4.00     5.75
  2 (control)   248.95     4.00     5.75
  2 (control)   258.70     4.00     3.75
  0 (direct)    266.45     4.00     4.25
  0 (direct)    274.70     4.00     5.00
  2 (control)   283.70     4.00     7.00
  0 (direct)    294.70     4.00     1.50
  1 (profile)   300.20     4.00     6.50
  0 (direct)    310.70     4.00     2.75
  1 (profile)   317.45     4.00     5.25
  0 (direct)    326.70     4.00     4.50
  1 (profile)   335.20     4.00     5.00
  2 (control)   344.20     4.00     3.50
  2 (control)   351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.00
  2 (control)    14.20     4.00     3.75
  0 (direct)     21.95     4.00     2.25
  0 (direct)     28.20     4.00     3.50
  1 (profile)    35.70     4.00     5.00
  2 (control)    44.70     4.00     6.25
  1 (profile)    54.95     4.00     1.50
  2 (control)    60.45     4.00     6.50
  0 (direct)     70.95     4.00     5.75
  1 (profile)    80.70     4.00     2.75
  0 (direct)     87.45     4.00     5.25
  1 (profile)    96.70     4.00     5.50
  1 (profile)   106.20     4.00     5.00
  1 (profile)   115.20     4.00     4.25
  2 (control)   123.45     4.00     2.00
  0 (direct)    129.45     4.00     2.50
  0 (direct)    135.95     4.00     6.25
  1 (profile)   146.20     4.00     1.75
  2 (control)   151.95     4.00     4.75
  0 (direct)    160.70     4.00     5.50
  2 (control)   170.20     4.00     1.50
  0 (direct)    175.70     4.00     4.25
  0 (direct)    183.95     4.00     6.75
  1 (profile)   194.70     4.00     1.00
  0 (direct)    199.70     4.00     5.25
  2 (control)   208.95     4.00     2.50
  2 (control)   215.45     4.00     1.25
  2 (control)   220.70     4.00     6.00
  0 (direct)    230.70     4.00     2.75
  1 (profile)   237.45     4.00     3.00
  1 (profile)   244.45     4.00     1.75
  2 (control)   250.20     4.00     3.50
  0 (direct)    257.70     4.00     2.25
  1 (profile)   263.95     4.00     5.75
  1 (profile)   273.70     4.00     3.75
  1 (profile)   281.45     4.00     4.50
  2 (control)   289.95     4.00     4.50
  1 (profile)   298.45     4.00     7.00
  0 (direct)    309.45     4.00     3.25
  2 (control)   316.70     4.00     6.75
  1 (profile)   327.45     4.00     6.50
  0 (direct)    337.95     4.00     1.25
  0 (direct)    343.20     4.00     3.00
  2 (control)   350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

